day_of_week,month,quarter,year,is_weekend,Revenue_lag_1d,Revenue_lag_7d,Revenue_rolling_7d_mean,Revenue_rolling_28d_mean,COGS_lag_1d,COGS_lag_7d,COGS_rolling_7d_mean,COGS_rolling_28d_mean,sessions_sum_lag_1d,sessions_sum_lag_7d,sessions_sum_rolling_7d_mean,sessions_sum_rolling_28d_mean,unique_visitors_sum_lag_1d,unique_visitors_sum_lag_7d,unique_visitors_sum_rolling_7d_mean,unique_visitors_sum_rolling_28d_mean,page_views_sum_lag_1d,page_views_sum_lag_7d,page_views_sum_rolling_7d_mean,page_views_sum_rolling_28d_mean,avg_bounce_rate_lag_1d,avg_bounce_rate_lag_7d,avg_bounce_rate_rolling_7d_mean,avg_bounce_rate_rolling_28d_mean,avg_session_duration_sec_mean_lag_1d,avg_session_duration_sec_mean_lag_7d,avg_session_duration_sec_mean_rolling_7d_mean,avg_session_duration_sec_mean_rolling_28d_mean,traffic_source_count_lag_1d,traffic_source_count_lag_7d,traffic_source_count_rolling_7d_mean,traffic_source_count_rolling_28d_mean,daily_order_count_lag_1d,daily_order_count_lag_7d,daily_order_count_rolling_7d_mean,daily_order_count_rolling_28d_mean,daily_customer_count_lag_1d,daily_customer_count_lag_7d,daily_customer_count_rolling_7d_mean,daily_customer_count_rolling_28d_mean,order_source_count_lag_1d,order_source_count_lag_7d,order_source_count_rolling_7d_mean,order_source_count_rolling_28d_mean,order_status_cancelled_count_lag_1d,order_status_cancelled_count_lag_7d,order_status_cancelled_count_rolling_7d_mean,order_status_cancelled_count_rolling_28d_mean,order_status_created_count_lag_1d,order_status_created_count_lag_7d,order_status_created_count_rolling_7d_mean,order_status_created_count_rolling_28d_mean,order_status_delivered_count_lag_1d,order_status_delivered_count_lag_7d,order_status_delivered_count_rolling_7d_mean,order_status_delivered_count_rolling_28d_mean,order_status_paid_count_lag_1d,order_status_paid_count_lag_7d,order_status_paid_count_rolling_7d_mean,order_status_paid_count_rolling_28d_mean,order_status_returned_count_lag_1d,order_status_returned_count_lag_7d,order_status_returned_count_rolling_7d_mean,order_status_returned_count_rolling_28d_mean,order_status_shipped_count_lag_1d,order_status_shipped_count_lag_7d,order_status_shipped_count_rolling_7d_mean,order_status_shipped_count_rolling_28d_mean,daily_total_quantity_lag_1d,daily_total_quantity_lag_7d,daily_total_quantity_rolling_7d_mean,daily_total_quantity_rolling_28d_mean,daily_gross_item_revenue_lag_1d,daily_gross_item_revenue_lag_7d,daily_gross_item_revenue_rolling_7d_mean,daily_gross_item_revenue_rolling_28d_mean,daily_discount_amount_lag_1d,daily_discount_amount_lag_7d,daily_discount_amount_rolling_7d_mean,daily_discount_amount_rolling_28d_mean,daily_distinct_products_lag_1d,daily_distinct_products_lag_7d,daily_distinct_products_rolling_7d_mean,daily_distinct_products_rolling_28d_mean,daily_estimated_cogs_lag_1d,daily_estimated_cogs_lag_7d,daily_estimated_cogs_rolling_7d_mean,daily_estimated_cogs_rolling_28d_mean,daily_return_count_lag_1d,daily_return_count_lag_7d,daily_return_count_rolling_7d_mean,daily_return_count_rolling_28d_mean,daily_refund_amount_lag_1d,daily_refund_amount_lag_7d,daily_refund_amount_rolling_7d_mean,daily_refund_amount_rolling_28d_mean,daily_return_quantity_lag_1d,daily_return_quantity_lag_7d,daily_return_quantity_rolling_7d_mean,daily_return_quantity_rolling_28d_mean,daily_stock_on_hand_sum_lag_1d,daily_stock_on_hand_sum_lag_7d,daily_stock_on_hand_sum_rolling_7d_mean,daily_stock_on_hand_sum_rolling_28d_mean,daily_units_received_sum_lag_1d,daily_units_received_sum_lag_7d,daily_units_received_sum_rolling_7d_mean,daily_units_received_sum_rolling_28d_mean,daily_units_sold_sum_lag_1d,daily_units_sold_sum_lag_7d,daily_units_sold_sum_rolling_7d_mean,daily_units_sold_sum_rolling_28d_mean,daily_stockout_days_sum_lag_1d,daily_stockout_days_sum_lag_7d,daily_stockout_days_sum_rolling_7d_mean,daily_stockout_days_sum_rolling_28d_mean,daily_days_of_supply_mean_lag_1d,daily_days_of_supply_mean_lag_7d,daily_days_of_supply_mean_rolling_7d_mean,daily_days_of_supply_mean_rolling_28d_mean,daily_fill_rate_mean_lag_1d,daily_fill_rate_mean_lag_7d,daily_fill_rate_mean_rolling_7d_mean,daily_fill_rate_mean_rolling_28d_mean,daily_inventory_product_count_lag_1d,daily_inventory_product_count_lag_7d,daily_inventory_product_count_rolling_7d_mean,daily_inventory_product_count_rolling_28d_mean
1,9,3,2017,0,3110959.61,7306573.99,5692301.938571429,3708946.5882142857,2696832.33,9554867.54,6964722.7485714285,4882337.989642858,22223.0,32051.0,25571.428571428572,30718.571428571428,17808.0,23655.0,19142.14285714286,23116.85714285714,119084.0,174402.0,120736.71428571429,136371.17857142858,0.00525,0.00478,0.004545714285714286,0.004354285714285714,134.6,267.7,184.35714285714286,206.61785714285716,1.0,1.0,1.0,1.0,95.0,457.0,322.42857142857144,219.46428571428572,95.0,453.0,320.0,218.03571428571428,6.0,6.0,6.0,6.0,8.0,50.0,32.57142857142857,21.285714285714285,2.0,2.0,3.4285714285714284,2.642857142857143,77.0,368.0,254.0,173.60714285714286,2.0,8.0,7.0,4.392857142857143,3.0,23.0,18.571428571428573,13.142857142857142,3.0,6.0,6.857142857142857,4.392857142857143,469.0,2143.0,1574.142857142857,1065.2857142857142,3110959.61,7306573.99,5692301.938571429,3708946.5882142857,311095.97,59650.0,160483.65285714282,60897.69892857142,75.0,222.0,171.28571428571428,138.21428571428572,2696832.330410681,9554867.536664844,6964722.749668321,4882337.99038259,18.0,12.0,12.571428571428571,15.428571428571429,150610.38,53553.27,108012.24571428572,163974.56,49.0,34.0,35.57142857142857,42.75,0.0,0.0,104679.0,104679.0,7744.0,7744.0,13349.0,13349.0,6650.0,6650.0,11285.0,11285.0,0.0,0.0,647.0,647.0,842.3717693836978,842.3717693836978,606.9271062271063,606.9271062271063,0.9623243295019157,0.9623243295019157,0.9605010989010988,0.9605010989010988,0.0,0.0,546.0,546.0
2,9,3,2017,0,4156708.13,6946636.36,5242321.101428571,3763422.4760714285,3697301.2,9396255.8,6127927.557142858,4885687.739642858,22874.0,30624.0,24260.428571428572,30442.214285714286,17929.0,21466.0,18324.14285714286,22982.964285714286,110468.0,126950.0,111603.28571428571,136413.60714285713,0.00348,0.004,0.00436,0.004345,181.6,189.6,172.05714285714288,202.05357142857142,1.0,1.0,1.0,1.0,150.0,440.0,278.57142857142856,219.32142857142858,150.0,434.0,276.7142857142857,217.92857142857142,6.0,6.0,6.0,6.0,13.0,46.0,27.285714285714285,21.214285714285715,0.0,4.0,3.142857142857143,2.5714285714285716,119.0,349.0,218.42857142857142,173.42857142857142,4.0,12.0,6.428571428571429,4.464285714285714,12.0,20.0,17.0,13.25,2.0,9.0,6.285714285714286,4.392857142857143,728.0,2098.0,1372.0,1063.9642857142858,4156708.13,6946636.36,5242321.101428571,3763422.4760714285,415670.87,97985.4,211343.77714285714,74835.94428571429,102.0,215.0,154.14285714285714,137.53571428571428,3697301.200035919,9396255.80123847,6127927.558721332,4885687.740481799,10.0,14.0,12.285714285714286,15.321428571428571,99735.32,150528.88,114609.68142857144,162475.61428571428,30.0,37.0,35.0,42.464285714285715,0.0,0.0,104679.0,104679.0,7744.0,7744.0,13349.0,13349.0,6650.0,6650.0,11285.0,11285.0,0.0,0.0,647.0,647.0,842.3717693836978,842.3717693836978,606.9271062271063,606.9271062271063,0.9623243295019157,0.9623243295019157,0.9605010989010988,0.9605010989010988,0.0,0.0,546.0,546.0
3,9,3,2017,0,3962558.61,7907948.51,4816024.28,3810812.7010714286,3470517.33,10017576.0,5281393.49,4881354.964999999,23093.0,31077.0,23184.571428571428,30148.571428571428,18419.0,22060.0,17888.85714285714,22796.89285714286,87810.0,161632.0,106011.85714285714,133798.42857142858,0.00364,0.00411,0.004308571428571429,0.004320357142857143,127.8,198.8,163.22857142857143,196.35,1.0,1.0,1.0,1.0,153.0,478.0,237.57142857142858,218.75,153.0,475.0,236.57142857142858,217.35714285714286,6.0,6.0,6.0,6.0,19.0,45.0,23.428571428571427,21.464285714285715,1.0,8.0,2.7142857142857144,2.4642857142857144,121.0,374.0,185.85714285714286,173.0,3.0,11.0,5.142857142857143,4.5,7.0,29.0,15.142857142857142,13.107142857142858,2.0,11.0,5.285714285714286,4.214285714285714,748.0,2411.0,1179.142857142857,1062.392857142857,3962558.61,7907948.51,4816024.28,3810812.7010714286,396255.91000000003,106568.94,253953.85000000003,88120.08392857143,109.0,226.0,139.0,136.82142857142858,3470517.3288042713,10017576.004098346,5281393.491230732,4881354.965768507,18.0,13.0,12.857142857142858,15.535714285714286,122352.55,146974.58,110584.49142857142,160092.31642857144,48.0,48.0,36.57142857142857,42.82142857142857,0.0,104679.0,104679.0,104679.0,7744.0,13349.0,13349.0,13349.0,6650.0,11285.0,11285.0,11285.0,0.0,647.0,647.0,647.0,842.3717693836978,606.9271062271063,606.9271062271063,606.9271062271063,0.9623243295019157,0.9605010989010988,0.9605010989010988,0.9605010989010988,0.0,546.0,546.0,546.0
4,9,3,2017,0,3177169.11,5962206.68,4140198.6514285714,3812702.5975,2911789.0,7605277.51,4266281.061428571,4839641.097857143,24979.0,20846.0,22313.428571428572,29857.25,18665.0,16703.0,17403.85714285714,22578.928571428572,82315.0,76000.0,94680.85714285714,131713.0357142857,0.00575,0.00525,0.004542857142857143,0.004383928571428572,212.2,112.3,165.14285714285714,193.25357142857143,1.0,1.0,1.0,1.0,103.0,365.0,184.0,215.0,103.0,363.0,183.42857142857142,213.60714285714286,6.0,6.0,6.0,6.0,3.0,32.0,17.428571428571427,20.642857142857142,1.0,2.0,1.7142857142857142,2.3214285714285716,91.0,288.0,145.42857142857142,170.64285714285714,3.0,4.0,4.0,4.428571428571429,5.0,29.0,11.714285714285714,12.857142857142858,0.0,10.0,3.7142857142857144,4.107142857142857,540.0,1718.0,911.8571428571429,1046.25,3177169.11,5962206.68,4140198.6514285714,3812702.5975,317716.97,118022.62,284117.8542857143,98522.47571428571,89.0,197.0,119.42857142857143,135.28571428571428,2911788.9987192424,7605277.513930309,4266281.061890859,4839641.0985073205,24.0,5.0,14.428571428571429,15.5,189185.62,59286.27,116614.64,157091.24285714285,58.0,15.0,38.0,42.25,0.0,0.0,0.0,104679.0,7744.0,7744.0,7744.0,13349.0,6650.0,6650.0,6650.0,11285.0,0.0,0.0,0.0,647.0,842.3717693836978,842.3717693836978,842.3717693836978,606.9271062271063,0.9623243295019157,0.9623243295019157,0.9623243295019157,0.9605010989010988,0.0,0.0,0.0,546.0
5,9,3,2017,1,2758623.23,6245530.26,3682543.8728571427,3798212.549642857,2466116.27,7453975.27,3532115.1700000004,4771817.404285714,19331.0,23091.0,22097.0,29457.64285714286,15167.0,18684.0,17184.428571428572,22339.535714285714,102782.0,106469.0,98506.85714285714,130737.35714285714,0.00366,0.00431,0.004315714285714286,0.004355357142857143,319.4,126.4,194.72857142857146,195.22857142857143,1.0,1.0,1.0,1.0,107.0,335.0,147.14285714285714,211.89285714285714,106.0,334.0,146.71428571428572,210.53571428571428,6.0,6.0,6.0,6.0,8.0,40.0,14.0,20.107142857142858,1.0,6.0,1.5714285714285714,2.3214285714285716,88.0,250.0,116.85714285714286,168.39285714285714,2.0,10.0,3.7142857142857144,4.392857142857143,6.0,22.0,8.428571428571429,12.714285714285714,2.0,7.0,2.5714285714285716,3.9642857142857144,513.0,1764.0,739.7142857142857,1030.5,2758623.23,6245530.26,3682543.8728571427,3798212.549642857,275862.36,193436.8,306666.38857142854,107380.05999999998,83.0,196.0,103.14285714285714,133.53571428571428,2466116.273301543,7453975.268381808,3532115.170372464,4771817.4050846575,18.0,11.0,16.285714285714285,15.535714285714286,199638.74,105020.95999999999,136664.99285714285,158430.0307142857,56.0,31.0,43.857142857142854,42.392857142857146,0.0,0.0,0.0,104679.0,7744.0,7744.0,7744.0,13349.0,6650.0,6650.0,6650.0,11285.0,0.0,0.0,0.0,647.0,842.3717693836978,842.3717693836978,842.3717693836978,606.9271062271063,0.9623243295019157,0.9623243295019157,0.9623243295019157,0.9605010989010988,0.0,0.0,0.0,546.0
6,9,3,2017,1,3407389.12,2366258.16,3277095.1385714286,3834015.5421428573,3057748.67,2028274.79,2904082.798571429,4762251.068928571,19179.0,19088.0,21538.14285714286,29012.678571428572,15303.0,13619.0,16701.428571428572,22027.035714285714,92723.0,80620.0,96543.14285714286,128035.17857142857,0.00327,0.00412,0.004167142857142857,0.004306071428571428,176.9,261.1,201.94285714285712,194.45357142857145,1.0,1.0,1.0,1.0,123.0,87.0,116.85714285714286,211.32142857142858,122.0,86.0,116.42857142857143,209.92857142857142,6.0,6.0,6.0,6.0,19.0,7.0,11.0,20.321428571428573,0.0,0.0,0.7142857142857143,2.2857142857142856,94.0,72.0,94.57142857142857,167.82142857142858,0.0,2.0,2.2857142857142856,4.25,6.0,4.0,6.142857142857143,12.642857142857142,4.0,2.0,2.142857142857143,4.0,581.0,416.0,570.7142857142857,1026.7857142857142,3407389.12,2366258.16,3277095.1385714286,3834015.542142857,340738.87,236625.84,327709.54142857145,118842.16249999999,89.0,68.0,87.85714285714286,133.07142857142858,3057748.666348241,2028274.7929537853,2904082.7986533833,4762251.069515218,11.0,15.0,16.285714285714285,15.214285714285714,116028.84999999999,90111.38,138237.54857142858,154520.61857142858,35.0,35.0,44.42857142857143,41.67857142857143,0.0,0.0,0.0,104679.0,7744.0,7744.0,7744.0,13349.0,6650.0,6650.0,6650.0,11285.0,0.0,0.0,0.0,647.0,842.3717693836978,842.3717693836978,842.3717693836978,606.9271062271063,0.9623243295019157,0.9623243295019157,0.9623243295019157,0.9605010989010988,0.0,0.0,0.0,546.0
0,9,3,2017,0,2833078.04,3110959.61,3343783.6928571425,3850350.702857143,2447241.71,2696832.33,2963935.2157142856,4737278.873928572,22223.0,22223.0,21986.0,28625.14285714286,15732.0,17808.0,17003.285714285714,21670.928571428572,82195.0,119084.0,96768.14285714286,126166.67857142857,0.00437,0.00525,0.004202857142857143,0.0043410714285714285,257.9,134.6,201.4857142857143,197.19642857142858,1.0,1.0,1.0,1.0,103.0,95.0,119.14285714285714,209.5,103.0,95.0,118.85714285714286,208.10714285714286,6.0,6.0,6.0,6.0,11.0,8.0,11.571428571428571,20.285714285714285,1.0,2.0,0.8571428571428571,2.25,75.0,77.0,95.0,165.92857142857142,4.0,2.0,2.5714285714285716,4.321428571428571,10.0,3.0,7.0,12.678571428571429,2.0,3.0,2.142857142857143,4.035714285714286,506.0,469.0,583.5714285714286,1018.1428571428571,2833078.04,3110959.61,3343783.6928571425,3850350.7028571432,283307.83,311095.97,334378.3971428572,128210.29928571428,89.0,75.0,90.85714285714286,132.10714285714286,2447241.7091100365,2696832.330410681,2963935.2152471333,4737278.8745590225,14.0,18.0,16.142857142857142,15.0,193229.13,150610.38,152968.6557142857,149655.10428571427,46.0,49.0,46.0,41.07142857142857,0.0,0.0,0.0,104679.0,7744.0,7744.0,7744.0,13349.0,6650.0,6650.0,6650.0,11285.0,0.0,0.0,0.0,647.0,842.3717693836978,842.3717693836978,842.3717693836978,606.9271062271063,0.9623243295019157,0.9623243295019157,0.9623243295019157,0.9605010989010988,0.0,0.0,0.0,546.0
1,9,3,2017,0,4351501.62,4156708.13,3521003.98,3897240.965,3874079.03,3697301.2,3132113.3157142857,4728193.894642858,20980.0,22874.0,21808.428571428572,28157.714285714286,15408.0,17929.0,16660.428571428572,21244.14285714286,88063.0,110468.0,92336.57142857143,123567.67857142857,0.00574,0.00348,0.0042728571428571425,0.004376071428571429,310.3,181.6,226.58571428571426,202.45000000000002,1.0,1.0,1.0,1.0,163.0,150.0,128.85714285714286,209.03571428571428,162.0,150.0,128.42857142857142,207.67857142857142,6.0,6.0,6.0,6.0,11.0,13.0,12.0,20.107142857142858,1.0,0.0,0.7142857142857143,2.2142857142857144,136.0,119.0,103.42857142857143,165.96428571428572,2.0,4.0,2.5714285714285716,4.178571428571429,10.0,12.0,8.0,12.5,3.0,2.0,2.142857142857143,4.071428571428571,822.0,728.0,634.0,1017.6785714285714,4351501.62,4156708.13,3521003.98,3897240.9650000003,435150.23,415670.87,352100.4342857143,142856.73607142858,119.0,102.0,97.14285714285714,132.17857142857142,3874079.032694924,3697301.200035919,3132113.315573454,4728193.895454432,26.0,10.0,17.285714285714285,15.25,211376.45,99735.32,161649.52285714285,151875.5025,76.0,30.0,49.857142857142854,42.142857142857146,0.0,0.0,0.0,104679.0,7744.0,7744.0,7744.0,13349.0,6650.0,6650.0,6650.0,11285.0,0.0,0.0,0.0,647.0,842.3717693836978,842.3717693836978,842.3717693836978,606.9271062271063,0.9623243295019157,0.9623243295019157,0.9623243295019157,0.9605010989010988,0.0,0.0,0.0,546.0
2,9,3,2017,0,5272757.92,3962558.61,3680439.6642857143,3993742.0717857145,4657582.93,3470517.33,3269296.4199999995,4762057.815357143,22613.0,23093.0,21771.14285714286,27684.464285714286,15960.0,18419.0,16379.142857142857,20908.214285714286,108189.0,87810.0,92011.0,123306.03571428571,0.00361,0.00364,0.004291428571428572,0.004314285714285714,171.2,127.8,225.1,200.7357142857143,1.0,1.0,1.0,1.0,195.0,153.0,135.28571428571428,210.67857142857142,192.0,153.0,134.42857142857142,209.21428571428572,6.0,6.0,6.0,6.0,18.0,19.0,12.714285714285714,20.178571428571427,4.0,1.0,1.2857142857142858,2.2142857142857144,159.0,121.0,109.14285714285714,167.67857142857142,4.0,3.0,2.5714285714285716,4.142857142857143,6.0,7.0,7.142857142857143,12.392857142857142,4.0,2.0,2.4285714285714284,4.071428571428571,992.0,748.0,671.7142857142857,1026.892857142857,5272757.92,3962558.61,3680439.6642857143,3993742.071785714,527275.83,396255.91000000003,368044.0,160796.94428571427,131.0,109.0,101.28571428571429,133.03571428571428,4657582.934985693,3470517.3288042713,3269296.4205662785,4762057.816284579,11.0,18.0,17.428571428571427,15.0,47157.380000000005,122352.55,154138.38857142857,148176.73571428572,17.0,48.0,48.0,41.642857142857146,0.0,0.0,0.0,104679.0,7744.0,7744.0,7744.0,13349.0,6650.0,6650.0,6650.0,11285.0,0.0,0.0,0.0,647.0,842.3717693836978,842.3717693836978,842.3717693836978,606.9271062271063,0.9623243295019157,0.9623243295019157,0.9623243295019157,0.9605010989010988,0.0,0.0,0.0,546.0
3,9,3,2017,0,4375381.18,3177169.11,3739414.317142857,4034775.7964285715,3897483.92,2911789.0,3330291.6471428573,4741866.047857143,23911.0,24979.0,21888.0,27334.85714285714,16994.0,18665.0,16175.57142857143,20591.14285714286,111917.0,82315.0,95454.85714285714,121208.82142857143,0.00321,0.00575,0.00423,0.004268214285714286,145.2,212.2,227.58571428571432,200.75,1.0,1.0,1.0,1.0,171.0,103.0,137.85714285714286,209.5,169.0,103.0,136.71428571428572,208.03571428571428,6.0,6.0,6.0,6.0,14.0,3.0,12.0,19.964285714285715,4.0,1.0,1.7142857142857142,2.3214285714285716,141.0,91.0,112.0,166.64285714285714,2.0,3.0,2.4285714285714284,4.178571428571429,10.0,5.0,7.571428571428571,12.5,0.0,0.0,2.142857142857143,3.892857142857143,867.0,540.0,688.7142857142857,1022.8571428571429,4375381.18,3177169.11,3739414.317142857,4034775.7964285715,437538.17,317716.97,373941.4657142857,175294.73607142858,118.0,89.0,102.57142857142857,132.53571428571428,3897483.917211947,2911788.9987192424,3330291.647481661,4741866.048756153,14.0,24.0,16.857142857142858,14.964285714285714,122672.22,189185.62,154184.0557142857,146092.9082142857,38.0,58.0,46.57142857142857,41.57142857142857,0.0,0.0,0.0,104679.0,7744.0,7744.0,7744.0,13349.0,6650.0,6650.0,6650.0,11285.0,0.0,0.0,0.0,647.0,842.3717693836978,842.3717693836978,842.3717693836978,606.9271062271063,0.9623243295019157,0.9623243295019157,0.9623243295019157,0.9605010989010988,0.0,0.0,0.0,546.0
4,9,3,2017,0,2944995.39,2758623.23,3706246.6428571427,3995829.241785714,2598454.0,2466116.27,3285529.5042857146,4629290.610357143,21462.0,19331.0,21385.571428571428,27068.678571428572,15173.0,15167.0,15676.714285714286,20388.64285714286,105722.0,102782.0,98798.71428571429,120999.67857142857,0.00534,0.00366,0.004171428571428571,0.004336071428571429,215.0,319.4,227.9857142857143,199.48571428571427,1.0,1.0,1.0,1.0,120.0,107.0,140.28571428571428,204.78571428571428,120.0,106.0,139.14285714285714,203.42857142857142,6.0,6.0,6.0,6.0,13.0,8.0,13.428571428571429,19.642857142857142,1.0,1.0,1.7142857142857142,2.3214285714285716,94.0,88.0,112.42857142857143,162.85714285714286,3.0,2.0,2.4285714285714284,4.071428571428571,6.0,6.0,7.714285714285714,12.035714285714286,3.0,2.0,2.5714285714285716,3.857142857142857,573.0,513.0,693.4285714285714,1001.4285714285714,2944995.39,2758623.23,3706246.6428571427,3995829.241785714,294499.51,275862.36,370624.68571428576,184398.29,97.0,83.0,103.71428571428571,130.71428571428572,2598453.996010215,2466116.273301543,3285529.5042375145,4629290.611172738,17.0,18.0,15.857142857142858,14.892857142857142,130077.83,199638.74,145740.0857142857,142965.3382142857,43.0,56.0,44.42857142857143,41.035714285714285,0.0,0.0,0.0,104679.0,7744.0,7744.0,7744.0,13349.0,6650.0,6650.0,6650.0,11285.0,0.0,0.0,0.0,647.0,842.3717693836978,842.3717693836978,842.3717693836978,606.9271062271063,0.9623243295019157,0.9623243295019157,0.9623243295019157,0.9605010989010988,0.0,0.0,0.0,546.0
5,9,3,2017,1,4050240.35,3407389.12,3890763.3742857142,4025254.3153571426,3493814.51,3057748.67,3432343.5385714285,4598466.315357143,18682.0,19179.0,21292.85714285714,26631.964285714286,14184.0,15303.0,15536.285714285714,20121.535714285714,86802.0,92723.0,96515.85714285714,118288.03571428571,0.00554,0.00327,0.00444,0.004339285714285715,236.3,176.9,216.1142857142857,204.17857142857142,1.0,1.0,1.0,1.0,135.0,123.0,144.28571428571428,202.32142857142858,133.0,122.0,143.0,200.96428571428572,6.0,6.0,6.0,6.0,4.0,19.0,12.857142857142858,19.142857142857142,0.0,0.0,1.5714285714285714,2.25,117.0,94.0,116.57142857142857,161.14285714285714,6.0,0.0,3.0,4.142857142857143,6.0,6.0,7.714285714285714,11.857142857142858,2.0,4.0,2.5714285714285716,3.7857142857142856,692.0,581.0,719.0,991.9285714285714,4050240.35,3407389.12,3890763.3742857142,4025254.3153571426,405024.09,340738.87,389076.36142857146,197799.15035714285,97.0,89.0,105.71428571428571,129.25,3493814.5128177316,3057748.666348241,3432343.538454112,4598466.316372009,21.0,11.0,16.285714285714285,15.0,281983.77,116028.84999999999,157503.66142857142,144910.42142857143,76.0,35.0,47.285714285714285,42.035714285714285,0.0,0.0,0.0,104679.0,7744.0,7744.0,7744.0,13349.0,6650.0,6650.0,6650.0,11285.0,0.0,0.0,0.0,647.0,842.3717693836978,842.3717693836978,842.3717693836978,606.9271062271063,0.9623243295019157,0.9623243295019157,0.9623243295019157,0.9605010989010988,0.0,0.0,0.0,546.0
6,9,3,2017,1,3998480.39,2833078.04,3975204.9842857146,4075406.853571429,3572766.48,2447241.71,3505917.5114285713,4596751.4675,23441.0,22223.0,21901.714285714286,26292.85714285714,17775.0,15732.0,15889.42857142857,19858.75,78852.0,82195.0,94534.28571428571,116317.96428571429,0.00466,0.00437,0.0046385714285714285,0.004335714285714286,191.4,257.9,218.1857142857143,206.83214285714283,1.0,1.0,1.0,1.0,156.0,103.0,149.0,202.25,152.0,103.0,147.28571428571428,200.75,6.0,6.0,6.0,6.0,10.0,11.0,11.571428571428571,19.035714285714285,3.0,1.0,2.0,2.3214285714285716,128.0,75.0,121.42857142857143,161.14285714285714,2.0,4.0,3.2857142857142856,3.9642857142857144,10.0,10.0,8.285714285714286,11.928571428571429,3.0,2.0,2.4285714285714284,3.857142857142857,746.0,506.0,742.5714285714286,991.6428571428571,3998480.39,2833078.04,3975204.9842857146,4075406.8535714285,399848.09,283307.83,397520.53571428574,211211.58214285714,105.0,89.0,108.0,128.75,3572766.4772659596,2447241.7091100365,3505917.511442358,4596751.468302199,11.0,14.0,16.285714285714285,14.892857142857142,147259.15000000002,193229.13,161965.1328571429,147366.6107142857,43.0,46.0,48.42857142857143,42.5,0.0,0.0,0.0,104679.0,7744.0,7744.0,7744.0,13349.0,6650.0,6650.0,6650.0,11285.0,0.0,0.0,0.0,647.0,842.3717693836978,842.3717693836978,842.3717693836978,606.9271062271063,0.9623243295019157,0.9623243295019157,0.9623243295019157,0.9605010989010988,0.0,0.0,0.0,546.0
0,9,3,2017,0,3646297.83,4351501.62,4091379.2399999998,4105879.040357143,3324722.05,3874079.03,3631271.845714286,4574712.468571428,21658.0,20980.0,21821.0,25870.535714285714,16922.0,15408.0,16059.42857142857,19545.178571428572,102167.0,88063.0,97387.42857142857,115635.85714285714,0.00578,0.00574,0.00484,0.004413214285714286,138.3,310.3,201.1,206.42142857142858,1.0,1.0,1.0,1.0,140.0,163.0,154.28571428571428,201.64285714285714,140.0,162.0,152.57142857142858,200.17857142857142,6.0,6.0,6.0,6.0,12.0,11.0,11.714285714285714,18.75,1.0,1.0,2.0,2.2857142857142856,110.0,136.0,126.42857142857143,160.64285714285714,3.0,2.0,3.142857142857143,4.035714285714286,13.0,10.0,8.714285714285714,12.142857142857142,1.0,3.0,2.2857142857142856,3.7857142857142856,633.0,822.0,760.7142857142857,987.1071428571429,3646297.83,4351501.62,4091379.2399999998,4105879.0403571427,364629.79,435150.23,409137.95857142855,223387.64607142858,96.0,119.0,109.0,128.17857142857142,3324722.054897737,3874079.032694924,3631271.8465548865,4574712.469468293,14.0,26.0,16.285714285714285,15.0,140305.72,211376.45,154404.64571428573,145371.645,48.0,76.0,48.714285714285715,42.92857142857143,0.0,0.0,0.0,104679.0,7744.0,7744.0,7744.0,13349.0,6650.0,6650.0,6650.0,11285.0,0.0,0.0,0.0,647.0,842.3717693836978,842.3717693836978,842.3717693836978,606.9271062271063,0.9623243295019157,0.9623243295019157,0.9623243295019157,0.9605010989010988,0.0,0.0,0.0,546.0
1,9,3,2017,0,4708998.08,5272757.92,4142450.1628571427,4179953.1603571433,4108242.1,4657582.93,3664723.7128571426,4590117.0717857145,26686.0,22613.0,22636.14285714286,25730.14285714286,20277.0,15960.0,16755.0,19397.964285714286,86684.0,108189.0,97190.42857142857,113868.57142857143,0.0033,0.00361,0.004491428571428571,0.0043267857142857144,231.8,171.2,189.8857142857143,208.6107142857143,1.0,1.0,1.0,1.0,178.0,195.0,156.42857142857142,202.14285714285714,178.0,192.0,154.85714285714286,200.71428571428572,6.0,6.0,6.0,6.0,16.0,18.0,12.428571428571429,18.928571428571427,1.0,4.0,2.0,2.25,140.0,159.0,127.0,160.96428571428572,7.0,4.0,3.857142857142857,4.214285714285714,11.0,6.0,8.857142857142858,12.071428571428571,3.0,4.0,2.2857142857142856,3.7142857142857144,864.0,992.0,766.7142857142857,989.8928571428571,4708998.08,5272757.92,4142450.1628571427,4179953.1603571433,470899.89,527275.83,414245.0528571429,239292.9992857143,130.0,131.0,110.57142857142857,128.71428571428572,4108242.1023787265,4657582.934985693,3664723.7136525726,4590117.072612661,9.0,11.0,13.857142857142858,14.75,48117.54,47157.380000000005,131081.9442857143,139060.36607142858,20.0,17.0,40.714285714285715,42.17857142857143,0.0,0.0,0.0,104679.0,7744.0,7744.0,7744.0,13349.0,6650.0,6650.0,6650.0,11285.0,0.0,0.0,0.0,647.0,842.3717693836978,842.3717693836978,842.3717693836978,606.9271062271063,0.9623243295019157,0.9623243295019157,0.9623243295019157,0.9605010989010988,0.0,0.0,0.0,546.0
