date,sessions,unique_visitors,page_views,bounce_rate,avg_session_duration_sec,sessions_rolling_7d,sessions_rolling_30d,sessions_rolling_90d
2017-10-10,16264,11813,65359,0.00543,113.2,17276.0,20580.566666666666,26181.933333333334
2017-10-11,17697,14266,67961,0.00426,291.3,17320.428571428572,20471.133333333335,26070.055555555555
2017-10-12,17354,13593,92248,0.00401,151.3,17353.571428571428,20295.833333333332,25944.433333333334
2017-10-13,19097,14182,78609,0.0048,292.7,17874.14285714286,20135.366666666665,25844.67777777778
2017-10-14,17842,14135,58830,0.0052,257.3,17641.85714285714,20014.7,25737.933333333334
2017-10-15,15929,12116,79246,0.00506,200.9,17499.571428571428,19922.933333333334,25633.38888888889
2017-10-16,18508,15059,79703,0.00537,295.6,17527.285714285714,19758.5,25499.022222222222
2017-10-17,14949,11039,59306,0.00527,275.8,17339.428571428572,19534.866666666665,25340.32222222222
2017-10-18,19764,15554,71338,0.00403,271.7,17634.714285714286,19304.133333333335,25259.555555555555
2017-10-19,17442,12576,80272,0.00328,221.9,17647.285714285714,19135.366666666665,25158.722222222223
2017-10-20,17968,14229,95705,0.00424,134.0,17486.0,18949.866666666665,25051.71111111111
2017-10-21,18349,14662,66645,0.00549,197.8,17558.428571428572,18726.133333333335,24969.033333333333
2017-10-22,18520,14092,73426,0.00568,156.9,17928.571428571428,18578.0,24843.0
2017-10-23,16768,12376,70432,0.00494,101.3,17680.0,18451.3,24694.444444444445
2017-10-24,17739,12781,65769,0.00571,178.4,18078.571428571428,18344.7,24561.18888888889
2017-10-25,19179,15268,72475,0.00538,139.2,17995.0,18216.366666666665,24483.077777777777
2017-10-26,19358,14916,98511,0.00367,161.3,18268.714285714286,18087.2,24415.244444444445
2017-10-27,17948,12685,93032,0.00562,234.1,18265.85714285714,18054.7,24325.88888888889
2017-10-28,18092,13116,88459,0.00565,280.4,18229.14285714286,17951.266666666666,24177.733333333334
2017-10-29,19456,14861,97374,0.00559,300.3,18362.85714285714,17933.133333333335,24114.3
2017-10-30,16394,12277,56462,0.00393,113.5,18309.428571428572,17745.566666666666,23982.12222222222
2017-10-31,17456,13639,85404,0.00416,197.9,18269.0,17730.266666666666,23878.433333333334
2017-11-01,14321,11372,51949,0.00464,115.8,17575.0,17646.533333333333,23687.6
2017-11-02,12018,9483,44492,0.00433,118.6,16526.428571428572,17436.0,23477.922222222223
2017-11-03,15192,12008,52311,0.00436,280.2,16132.714285714286,17362.866666666665,23261.088888888888
2017-11-04,13373,10254,64034,0.00544,135.6,15458.57142857143,17237.9,23010.911111111112
2017-11-05,13852,11242,56895,0.00507,109.8,14658.0,17184.533333333333,22819.78888888889
2017-11-06,14695,10725,75189,0.00513,120.7,14415.285714285714,17025.433333333334,22642.933333333334
2017-11-07,14231,10696,72485,0.00553,293.8,13954.57142857143,16935.633333333335,22453.11111111111
2017-11-08,15737,12892,70203,0.00373,178.2,14156.857142857143,16849.733333333334,22259.78888888889
2017-11-09,14570,10374,71269,0.00574,315.4,14521.42857142857,16793.266666666666,22082.566666666666
2017-11-10,12163,8640,46045,0.00459,307.7,14088.714285714286,16608.8,21866.17777777778
2017-11-11,14199,10391,69029,0.00567,295.8,14206.714285714286,16503.633333333335,21656.455555555556
2017-11-12,16862,12751,72373,0.00366,291.1,14636.714285714286,16429.133333333335,21465.277777777777
2017-11-13,15862,12395,55608,0.00456,169.2,14803.42857142857,16363.133333333333,21243.033333333333
2017-11-14,14054,11085,48002,0.00456,142.3,14778.142857142857,16300.633333333333,21024.744444444445
2017-11-15,17195,12430,84000,0.00338,203.6,14986.42857142857,16256.866666666667,20894.522222222222
2017-11-16,16292,12647,89319,0.00512,301.3,15232.42857142857,16301.633333333333,20732.1
2017-11-17,15449,10944,60520,0.00578,261.8,15701.857142857143,16157.8,20537.8
2017-11-18,13233,9863,59263,0.00566,178.4,15563.857142857143,16017.5,20312.8
2017-11-19,17300,12388,88596,0.00548,138.4,15626.42857142857,15995.233333333334,20164.833333333332
2017-11-20,14606,10292,59542,0.00454,262.1,15447.0,15870.466666666667,19948.0
2017-11-21,12991,10410,66044,0.00532,226.9,15295.142857142857,15686.166666666666,19709.644444444446
2017-11-22,16414,11974,54277,0.0039,317.1,15183.57142857143,15674.366666666667,19540.422222222223
2017-11-23,16073,12474,84984,0.00478,196.5,15152.285714285714,15618.833333333334,19348.67777777778
2017-11-24,16534,12308,76128,0.0032,177.6,15307.285714285714,15530.666666666666,19168.166666666668
2017-11-25,13887,10739,47740,0.00575,301.4,15400.714285714286,15348.3,18931.31111111111
2017-11-26,15331,11878,56009,0.00497,140.4,15119.42857142857,15261.066666666668,18781.544444444444
2017-11-27,15891,11381,78015,0.00393,264.9,15303.0,15187.7,18601.98888888889
2017-11-28,14540,11330,46626,0.00439,279.2,15524.285714285714,15023.833333333334,18423.277777777777
2017-11-29,14488,11480,59571,0.00528,269.2,15249.142857142857,14960.3,18238.955555555556
2017-11-30,15443,12167,53521,0.00435,129.7,15159.142857142857,14893.2,18178.922222222223
2017-12-01,16368,12107,53712,0.00464,256.7,15135.42857142857,14961.433333333332,18104.222222222223
2017-12-02,15521,10884,85143,0.00557,264.0,15368.857142857143,15078.2,18064.588888888888
2017-12-03,16466,11801,81064,0.00566,104.3,15531.0,15120.666666666666,18000.62222222222
2017-12-04,17262,13107,70326,0.00328,218.7,15726.857142857143,15250.3,17938.266666666666
2017-12-05,15001,11194,79075,0.00421,144.5,15792.714285714286,15288.6,17848.355555555554
2017-12-06,18173,14139,71724,0.00558,250.7,16319.142857142857,15404.533333333333,17772.733333333334
2017-12-07,15975,12565,77815,0.00475,156.8,16395.14285714286,15462.666666666666,17735.444444444445
2017-12-08,15992,12153,80340,0.0056,107.2,16341.42857142857,15471.166666666666,17700.033333333333
2017-12-09,15565,11541,78310,0.00427,307.6,16347.714285714286,15504.333333333334,17626.055555555555
2017-12-10,17215,13767,92344,0.00427,225.4,16454.714285714286,15672.733333333334,17584.222222222223
2017-12-11,17260,12272,94346,0.00406,229.9,16454.428571428572,15774.766666666666,17524.744444444445
2017-12-12,17386,13528,75549,0.00393,274.4,16795.14285714286,15792.233333333334,17452.244444444445
2017-12-13,16360,12417,89686,0.00325,295.3,16536.14285714286,15808.833333333334,17395.555555555555
2017-12-14,17626,12709,56746,0.00333,252.3,16772.0,15927.9,17383.82222222222
2017-12-15,16696,12618,88119,0.00359,256.2,16872.571428571428,15911.266666666666,17308.87777777778
2017-12-16,15380,12573,76990,0.0042,247.9,16846.14285714286,15880.866666666667,17239.12222222222
2017-12-17,16427,12479,56203,0.00504,246.8,16733.571428571428,15913.466666666667,17125.133333333335
2017-12-18,16764,13481,92034,0.00394,122.3,16662.714285714286,16031.166666666666,17061.344444444443
2017-12-19,19770,14315,68091,0.00413,310.4,17003.285714285714,16113.5,17019.533333333333
2017-12-20,15328,12099,75750,0.00552,285.6,16855.85714285714,16137.566666666668,16911.38888888889
2017-12-21,15794,12560,68764,0.00514,123.8,16594.14285714286,16231.0,16831.722222222223
2017-12-22,16334,12950,56385,0.00354,184.4,16542.428571428572,16228.333333333334,16784.666666666668
2017-12-23,16850,12718,87565,0.00361,113.8,16752.428571428572,16254.233333333334,16739.255555555555
2017-12-24,18787,13195,88138,0.00328,218.8,17089.571428571428,16329.333333333334,16692.12222222222
2017-12-25,19152,14167,102672,0.00497,287.8,17430.714285714286,16504.833333333332,16646.777777777777
2017-12-26,15201,11994,52565,0.00412,218.5,16778.0,16500.5,16605.422222222223
2017-12-27,17541,13665,71457,0.00556,245.1,17094.14285714286,16555.5,16564.82222222222
2017-12-28,17951,13961,93009,0.00437,165.1,17402.285714285714,16669.2,16542.055555555555
2017-12-29,17291,12167,62258,0.00401,314.0,17539.0,16762.633333333335,16489.5
2017-12-30,16564,13467,76662,0.00394,155.2,17498.14285714286,16800.0,16474.48888888889
2017-12-31,15712,11391,75745,0.00458,169.6,17058.85714285714,16778.133333333335,16462.033333333333
2018-01-01,13904,10077,53381,0.00323,207.9,16309.142857142857,16724.233333333334,16412.81111111111
2018-01-02,12928,10507,60337,0.00546,230.0,15984.42857142857,16606.3,16363.277777777777
2018-01-03,14048,10822,47328,0.00544,274.1,15485.42857142857,16499.166666666668,16329.122222222222
2018-01-04,11481,9267,37524,0.00376,277.7,14561.142857142857,16381.833333333334,16284.988888888889
2018-01-05,13547,9619,73673,0.00531,164.9,14026.285714285714,16227.633333333333,16219.2
2018-01-06,13294,10711,69884,0.0051,115.9,13559.142857142857,16138.266666666666,16178.855555555556
2018-01-07,13866,9930,51120,0.00437,240.3,13295.42857142857,16067.4,16129.433333333332
2018-01-08,13310,9713,49025,0.00457,272.2,13210.57142857143,15992.233333333334,16096.611111111111
2018-01-09,13582,9879,67305,0.00545,259.7,13304.0,15871.133333333333,16050.888888888889
2018-01-10,14394,10246,55185,0.00453,202.3,13353.42857142857,15775.6,16018.0
2018-01-11,13327,10140,46271,0.00545,149.6,13617.142857142857,15640.3,15953.888888888889
2018-01-12,16056,12141,64034,0.00368,242.1,13975.57142857143,15630.166666666666,15934.044444444444
2018-01-13,11440,8719,61413,0.00551,272.6,13710.714285714286,15423.966666666667,15884.166666666666
2018-01-14,15058,11539,62934,0.00385,292.4,13881.0,15369.366666666667,15845.833333333334
2018-01-15,12203,9300,47063,0.00567,143.6,13722.857142857143,15263.466666666667,15815.322222222223
2018-01-16,12004,9665,64845,0.00361,158.7,13497.42857142857,15116.033333333333,15729.1
2018-01-17,13315,10603,59094,0.00516,180.3,13343.285714285714,15001.066666666668,15683.244444444445
2018-01-18,14303,10695,72093,0.00438,231.4,13482.714285714286,14818.833333333334,15642.522222222222
2018-01-19,14149,10956,56631,0.00352,112.1,13210.285714285714,14779.533333333333,15595.855555555556
2018-01-20,13626,10427,68278,0.0037,294.9,13522.57142857143,14707.266666666666,15541.477777777778
2018-01-21,11820,9291,45315,0.00403,223.9,13060.0,14556.8,15486.5
2018-01-22,13976,10323,74019,0.00381,168.6,13313.285714285714,14461.0,15444.68888888889
2018-01-23,14031,10228,45833,0.00359,284.0,13602.857142857143,14302.466666666667,15387.488888888889
2018-01-24,13276,9889,56881,0.00327,230.5,13597.285714285714,14106.6,15319.91111111111
2018-01-25,12850,9395,65032,0.00325,190.2,13389.714285714286,14028.233333333334,15263.266666666666
2018-01-26,14225,10076,76115,0.00511,239.0,13400.57142857143,13917.7,15220.3
2018-01-27,13116,9200,46423,0.00569,217.4,13327.714285714286,13756.533333333333,15149.855555555556
2018-01-28,14338,10498,54629,0.00428,114.3,13687.42857142857,13658.1,15127.011111111111
2018-01-29,14330,11734,56472,0.00477,111.1,13738.0,13583.633333333333,15092.277777777777
2018-01-30,14184,10806,63903,0.00574,100.8,13759.857142857143,13532.7,15090.755555555555
2018-01-31,13111,10727,55626,0.00382,240.7,13736.285714285714,13506.266666666666,15102.9
2018-02-01,18158,13551,99763,0.00325,239.1,14494.57142857143,13680.6,15135.855555555556
2018-02-02,20628,15815,77262,0.00542,258.4,15409.285714285714,13899.933333333332,15216.466666666667
2018-02-03,17142,12608,84791,0.00332,276.7,15984.42857142857,14088.633333333333,15253.022222222222
2018-02-04,21937,16156,71702,0.00499,157.9,17070.0,14368.3,15333.488888888889
2018-02-05,20312,14559,94216,0.00522,218.3,17924.571428571428,14602.233333333334,15401.055555555555
2018-02-06,20841,15923,93977,0.00522,188.6,18875.571428571428,14834.733333333334,15457.766666666666
2018-02-07,22384,17511,84703,0.00466,118.5,20200.285714285714,15137.2,15544.58888888889
2018-02-08,19053,14537,77067,0.00533,296.6,20328.14285714286,15319.566666666668,15621.144444444444
2018-02-09,23928,17973,97995,0.00367,311.0,20799.571428571428,15637.366666666667,15729.244444444445
2018-02-10,17673,12439,84212,0.00446,254.2,20875.428571428572,15782.233333333334,15738.255555555555
2018-02-11,19511,14638,89520,0.00327,279.7,20528.85714285714,15897.4,15778.8
2018-02-12,21143,14809,68725,0.00355,318.8,20647.571428571428,16220.833333333334,15857.566666666668
2018-02-13,20955,14914,105610,0.00385,272.6,20663.85714285714,16417.4,15899.344444444445
2018-02-14,22852,17086,124421,0.00358,123.1,20730.714285714286,16772.366666666665,15972.233333333334
2018-02-15,21016,16188,93867,0.00515,113.3,21011.14285714286,17072.766666666666,16034.08888888889
2018-02-16,18882,15239,64391,0.0035,292.9,20290.285714285714,17258.333333333332,16096.855555555556
2018-02-17,19469,14949,76665,0.00442,105.0,20546.85714285714,17430.533333333333,16120.955555555556
2018-02-18,21695,15462,109393,0.00533,203.5,20858.85714285714,17682.066666666666,16199.722222222223
2018-02-19,17034,12909,62250,0.00479,227.6,20271.85714285714,17795.666666666668,16244.644444444444
2018-02-20,20969,15753,89224,0.00529,251.8,20273.85714285714,18100.633333333335,16295.255555555555
2018-02-21,18697,14423,60082,0.00395,311.9,19680.285714285714,18258.0,16324.41111111111
2018-02-22,16486,12941,66844,0.00471,296.4,19033.14285714286,18339.833333333332,16323.877777777778
2018-02-23,20807,15501,82589,0.00537,210.0,19308.14285714286,18590.866666666665,16400.766666666666
2018-02-24,18429,13700,81461,0.00461,136.9,19159.571428571428,18776.833333333332,16435.18888888889
2018-02-25,19363,13575,70572,0.0035,235.6,18826.428571428572,18948.1,16473.766666666666
2018-02-26,17681,14289,93780,0.00511,143.3,18918.85714285714,19100.266666666666,16508.666666666668
2018-02-27,21338,17159,70800,0.00501,301.0,18971.571428571428,19333.6,16584.777777777777
2018-02-28,23064,18450,121432,0.00462,189.7,19595.428571428572,19624.733333333334,16669.455555555556
2018-03-01,26962,20950,146189,0.00338,223.3,21092.0,20050.666666666668,16787.166666666668
2018-03-02,29092,23279,98813,0.00379,102.6,22275.571428571428,20583.366666666665,16937.955555555556
2018-03-03,27876,21526,149949,0.00378,246.6,23625.14285714286,20907.3,17064.733333333334
2018-03-04,30258,21870,124545,0.00383,213.5,25181.571428571428,21228.3,17209.133333333335
2018-03-05,26618,20081,104341,0.00465,195.2,26458.285714285714,21544.166666666668,17338.21111111111
2018-03-06,29196,23434,122158,0.00407,306.2,27580.85714285714,21786.133333333335,17460.68888888889
2018-03-07,26569,19335,94979,0.00384,143.7,28081.571428571428,21994.7,17578.4
2018-03-08,34353,25095,155950,0.00534,220.1,29137.428571428572,22445.1,17782.411111111112
2018-03-09,29115,20468,127999,0.00463,229.0,29140.714285714286,22669.466666666667,17932.966666666667
2018-03-10,25362,19672,85753,0.00394,311.6,28781.571428571428,22879.766666666666,18023.48888888889
2018-03-11,26119,18591,111401,0.00386,271.8,28190.285714285714,22952.8,18121.922222222223
2018-03-12,27756,20759,148710,0.00434,152.9,28352.85714285714,23288.9,18237.144444444446
2018-03-13,26655,19160,112081,0.00457,109.4,27989.85714285714,23527.033333333333,18351.533333333333
2018-03-14,27642,21968,141297,0.00399,117.8,28143.14285714286,23743.666666666668,18462.82222222222
2018-03-15,31602,23640,167018,0.00365,222.6,27750.14285714286,24098.566666666666,18628.444444444445
2018-03-16,28981,22332,104925,0.00542,136.7,27731.0,24302.866666666665,18779.566666666666
2018-03-17,28478,20529,153768,0.00342,254.1,28176.14285714286,24551.6,18913.466666666667
2018-03-18,33664,26103,120319,0.00385,189.4,29254.0,25044.333333333332,19101.244444444445
2018-03-19,29822,23760,120238,0.00381,225.1,29549.14285714286,25389.433333333334,19212.933333333334
2018-03-20,26355,21495,128021,0.00571,305.1,29506.285714285714,25544.766666666666,19335.455555555556
2018-03-21,30225,21804,161283,0.00463,280.2,29875.285714285714,25984.466666666667,19495.8
2018-03-22,28583,20430,141889,0.0047,196.4,29444.0,26238.266666666666,19631.9
2018-03-23,24716,17705,100647,0.0034,296.0,28834.714285714286,26438.9,19719.3
2018-03-24,26212,21135,127578,0.00508,184.9,28511.0,26763.1,19801.8
2018-03-25,23343,18573,126488,0.00395,116.0,27036.571428571428,26847.633333333335,19848.366666666665
2018-03-26,25091,18621,119391,0.00428,205.3,26360.714285714286,27069.7,19958.255555555555
2018-03-27,30251,22878,115879,0.00577,142.0,26917.285714285714,27432.633333333335,20099.477777777778
2018-03-28,30581,21506,167274,0.00486,209.3,26968.14285714286,27862.633333333335,20239.81111111111
2018-03-29,25464,20112,101309,0.00441,285.6,26522.571428571428,28000.166666666668,20330.62222222222
2018-03-30,29367,23066,155084,0.00546,177.9,27187.0,28210.266666666666,20472.87777777778
2018-03-31,28256,19940,102427,0.00383,160.0,27479.0,28253.4,20612.255555555555
2018-04-01,40226,29826,165701,0.00384,125.5,29890.85714285714,28624.533333333333,20904.722222222223
2018-04-02,40849,31424,191170,0.00391,145.1,32142.0,29056.966666666667,21214.955555555556
2018-04-03,34758,28049,134893,0.00333,257.1,32785.857142857145,29206.966666666667,21445.066666666666
2018-04-04,34281,25289,151738,0.00515,303.6,33314.42857142857,29462.4,21698.4
2018-04-05,38153,28260,209383,0.00504,182.4,35127.142857142855,29760.966666666667,21971.8
2018-04-06,33990,27256,114295,0.00396,235.4,35787.57142857143,30008.333333333332,22201.755555555555
2018-04-07,37970,26750,130583,0.00404,226.0,37175.28571428572,30128.9,22469.577777777777
2018-04-08,41237,30368,184076,0.00538,219.2,37319.71428571428,30532.966666666667,22779.87777777778
2018-04-09,38879,29987,153130,0.00405,107.5,37038.28571428572,30983.533333333333,23060.955555555556
2018-04-10,37779,30196,183909,0.00561,214.5,37469.857142857145,31372.2,23320.78888888889
2018-04-11,28383,21274,132116,0.00431,264.7,36627.28571428572,31393.1,23488.077777777777
2018-04-12,44218,33173,219615,0.00334,265.4,37493.71428571428,31978.533333333333,23800.98888888889
2018-04-13,37055,25955,147670,0.00442,138.5,37931.57142857143,32292.3,24085.6
2018-04-14,35319,26697,158222,0.00537,220.2,37552.857142857145,32416.2,24310.722222222223
2018-04-15,39032,28257,170493,0.00518,104.8,37237.857142857145,32751.233333333334,24608.82222222222
2018-04-16,34822,27737,170463,0.00562,103.4,36658.28571428572,32962.7,24862.355555555554
2018-04-17,43094,34356,169578,0.00439,282.2,37417.57142857143,33277.03333333333,25193.233333333334
2018-04-18,39902,31111,194491,0.00575,118.2,39063.142857142855,33613.03333333333,25477.666666666668
2018-04-19,40961,33526,201133,0.00574,259.9,38597.857142857145,34099.9,25775.577777777777
2018-04-20,35604,27892,183788,0.00501,184.4,38390.57142857143,34279.2,26019.777777777777
2018-04-21,34335,24248,136326,0.00525,278.5,38250.0,34470.933333333334,26269.944444444445
2018-04-22,35770,27328,160066,0.00337,192.1,37784.0,34839.4,26512.1
2018-04-23,41030,31142,178894,0.00403,278.3,38670.857142857145,35333.333333333336,26812.088888888888
2018-04-24,40760,29004,186444,0.00406,176.7,38337.42857142857,35913.9,27117.466666666667
2018-04-25,38340,27746,125240,0.0054,209.5,38114.28571428572,36355.53333333333,27400.68888888889
2018-04-26,34008,25877,186139,0.0043,171.4,37121.0,36480.76666666667,27620.5
2018-04-27,38475,29471,203546,0.00413,306.9,37531.142857142855,36743.9,27902.266666666666
2018-04-28,31176,22646,170784,0.00378,228.9,37079.857142857145,36934.3,28089.355555555554
2018-04-29,34533,28246,187174,0.00573,248.8,36903.142857142855,37106.5,28313.833333333332
2018-04-30,36513,29598,143406,0.00565,197.5,36257.857142857145,37381.73333333333,28561.933333333334
2018-05-01,27608,22557,145666,0.00422,106.2,34379.0,36961.13333333333,28723.01111111111
2018-05-02,39960,31187,153413,0.00526,167.1,34610.42857142857,36931.5,28965.255555555555
2018-05-03,32729,24929,163856,0.00524,128.8,34427.71428571428,36863.86666666667,29099.71111111111
2018-05-04,33324,26152,114014,0.00374,297.8,33691.857142857145,36831.96666666667,29279.51111111111
2018-05-05,36485,28172,122272,0.00495,127.1,34450.28571428572,36776.36666666667,29441.155555555557
2018-05-06,41927,31062,200310,0.00376,200.2,35506.57142857143,37040.933333333334,29681.32222222222
2018-05-07,36044,25587,146400,0.0049,104.9,35439.57142857143,36976.73333333333,29850.244444444445
2018-05-08,34926,27779,120521,0.00419,149.0,36485.0,36766.36666666667,29989.6
2018-05-09,35193,28654,165437,0.00424,294.0,35804.0,36643.5,30168.933333333334
2018-05-10,35384,28150,151189,0.00546,311.0,36183.28571428572,36563.666666666664,30296.222222222223
2018-05-11,34796,26089,143086,0.00364,143.3,36393.57142857143,36777.433333333334,30486.477777777778
2018-05-12,34524,26447,111369,0.00433,314.4,36113.42857142857,36454.3,30653.28888888889
2018-05-13,31346,24540,121932,0.0054,227.1,34601.857142857145,36264.0,30766.655555555557
2018-05-14,41790,29502,160981,0.00396,189.9,35422.71428571428,36479.7,30998.155555555557
2018-05-15,37625,26932,151990,0.00404,116.4,35808.28571428572,36432.8,31162.3
2018-05-16,34563,24230,171423,0.00545,209.8,35718.28571428572,36424.166666666664,31312.82222222222
2018-05-17,36783,30142,138732,0.00458,295.8,35918.142857142855,36213.8,31511.722222222223
2018-05-18,34098,26485,161075,0.00516,189.6,35818.42857142857,36020.333333333336,31674.266666666666
2018-05-19,36343,26694,154398,0.00494,162.1,36078.28571428572,35866.4,31837.022222222222
2018-05-20,34373,26804,112561,0.00405,108.9,36510.71428571428,35825.36666666667,32029.67777777778
2018-05-21,34907,28015,113096,0.00537,107.3,35527.42857142857,35844.433333333334,32184.544444444444
2018-05-22,39610,30329,172611,0.00382,172.1,35811.0,35972.433333333334,32416.911111111112
2018-05-23,29420,21478,150125,0.00549,144.6,35076.28571428572,35585.433333333334,32560.62222222222
2018-05-24,36243,27824,194795,0.0055,289.5,34999.142857142855,35434.86666666667,32732.133333333335
2018-05-25,37954,29878,178017,0.0048,269.4,35550.0,35422.0,32949.07777777778
2018-05-26,38529,27569,177123,0.00426,259.0,35862.28571428572,35572.7,33162.03333333333
2018-05-27,34124,25951,126584,0.00543,319.7,35826.71428571428,35427.666666666664,33344.73333333333
2018-05-28,38930,28999,151548,0.00564,119.1,36401.42857142857,35686.13333333333,33540.2
2018-05-29,31312,23118,116886,0.00575,127.8,35216.0,35578.76666666667,33631.84444444445
2018-05-30,39158,29293,202153,0.00556,114.9,36607.142857142855,35666.933333333334,33767.35555555556
2018-05-31,35888,25472,120845,0.00443,140.2,36556.42857142857,35942.933333333334,33842.86666666667
2018-06-01,47179,37945,239522,0.0032,201.2,37874.28571428572,36183.566666666666,34057.34444444445
2018-06-02,29884,22953,137345,0.00338,249.7,36639.28571428572,36088.73333333333,34053.188888888886
2018-06-03,36288,28957,120447,0.00464,280.3,36948.42857142857,36187.53333333333,34160.63333333333
2018-06-04,34071,24605,187212,0.0057,290.4,36254.28571428572,36107.066666666666,34214.8
2018-06-05,37927,28705,182011,0.00363,235.5,37199.28571428572,35973.73333333333,34341.0
2018-06-06,33776,26974,112758,0.00558,307.7,36430.42857142857,35898.13333333333,34334.58888888889
2018-06-07,41500,29983,205089,0.00444,230.3,37232.142857142855,36117.26666666667,34472.2
2018-06-08,37564,28762,177882,0.00438,252.4,35858.57142857143,36196.3,34607.77777777778
2018-06-09,40097,31883,153368,0.004,234.2,37317.57142857143,36353.4,34763.08888888889
2018-06-10,40800,31690,187618,0.00409,166.0,37962.142857142855,36553.53333333333,34908.02222222222
2018-06-11,32986,24599,150352,0.00399,281.6,37807.142857142855,36502.26666666667,34978.36666666667
2018-06-12,36251,28989,164285,0.00491,262.6,37567.71428571428,36665.76666666667,35074.02222222222
2018-06-13,32938,23239,117179,0.00524,272.6,37448.0,36370.7,35088.86666666667
2018-06-14,34917,27025,139828,0.00531,252.9,36507.57142857143,36280.433333333334,35154.822222222225
2018-06-15,39046,31002,166369,0.00323,267.5,36719.28571428572,36429.86666666667,35272.24444444444
2018-06-16,31765,23429,127180,0.00348,261.0,35529.0,36262.6,35251.14444444444
2018-06-17,33962,26621,114192,0.00572,202.2,34552.142857142855,36258.066666666666,35297.14444444444
2018-06-18,41049,31882,179211,0.00388,123.6,35704.0,36414.933333333334,35460.41111111111
2018-06-19,37705,28117,162384,0.00402,208.6,35911.71428571428,36526.0,35543.52222222222
2018-06-20,34798,28382,133347,0.00499,276.5,36177.42857142857,36522.36666666667,35612.57777777778
2018-06-21,36911,29597,164959,0.00508,125.0,36462.28571428572,36432.4,35748.07777777778
2018-06-22,36318,26821,177512,0.00408,206.2,36072.57142857143,36662.333333333336,35860.36666666667
2018-06-23,41607,31405,181887,0.0047,121.5,37478.57142857143,36841.13333333333,36063.3
2018-06-24,38453,28066,202524,0.00394,129.4,38120.142857142855,36857.76666666667,36211.76666666667
2018-06-25,41673,31372,216679,0.00422,162.1,38209.28571428572,36962.566666666666,36338.677777777775
2018-06-26,36493,25827,143130,0.00495,238.7,38036.142857142855,37041.53333333333,36404.36666666667
2018-06-27,40418,30516,190692,0.00564,124.2,38839.0,37091.13333333333,36570.52222222222
2018-06-28,34949,26799,138918,0.00431,122.3,38558.71428571428,37212.36666666667,36632.544444444444
2018-06-29,40113,28258,181229,0.00397,102.1,39100.857142857145,37244.2,36764.28888888889
2018-06-30,37244,26665,131397,0.00404,239.2,38477.57142857143,37289.4,36731.15555555555
2018-07-01,27410,20843,103997,0.00477,114.8,36900.0,36630.433333333334,36581.833333333336
2018-07-02,30348,22779,162176,0.00361,304.3,35282.142857142855,36645.9,36532.833333333336
2018-07-03,28774,21475,109317,0.00363,161.3,34179.42857142857,36395.433333333334,36471.64444444444
2018-07-04,28097,21531,130464,0.00503,264.2,32419.285714285714,36196.3,36359.91111111111
2018-07-05,28366,22351,105387,0.00378,128.8,31478.85714285714,35877.6,36297.42222222222
2018-07-06,29007,21919,141788,0.00466,187.6,29892.285714285714,35718.63333333333,36197.833333333336
2018-07-07,29236,22150,105103,0.00333,300.4,28748.285714285714,35309.833333333336,36064.48888888889
2018-07-08,30925,23904,121874,0.00519,186.3,29250.428571428572,35088.53333333333,35976.11111111111
2018-07-09,25089,18234,99948,0.00373,268.0,28499.14285714286,34588.26666666667,35835.11111111111
2018-07-10,27959,20801,142277,0.00552,302.2,28382.714285714286,34160.23333333333,35830.4
2018-07-11,28821,23357,125619,0.00405,297.7,28486.14285714286,34021.4,35659.322222222225
2018-07-12,27924,22230,145185,0.00371,180.4,28423.0,33743.833333333336,35557.86666666667
2018-07-13,29480,22174,149528,0.00533,243.7,28490.571428571428,33628.566666666666,35492.98888888889
2018-07-14,25762,19665,103669,0.0055,115.4,27994.285714285714,33323.4,35345.544444444444
2018-07-15,26495,20800,137434,0.0051,111.8,27361.428571428572,32905.03333333333,35253.02222222222
2018-07-16,25962,20845,116096,0.00323,190.7,27486.14285714286,32711.6,35062.666666666664
2018-07-17,29693,23265,157213,0.00475,259.6,27733.85714285714,32569.3,34949.23333333333
2018-07-18,29851,23324,133543,0.00335,313.5,27881.0,32196.033333333333,34825.78888888889
2018-07-19,30288,21242,113696,0.00532,157.2,28218.714285714286,31948.8,34766.72222222222
2018-07-20,26713,18765,109158,0.00342,294.8,27823.428571428572,31679.3,34682.03333333333
2018-07-21,29476,23535,120740,0.00465,218.8,28354.0,31431.466666666667,34612.1
2018-07-22,27433,20277,105875,0.00574,274.8,28488.0,31135.3,34461.02222222222
2018-07-23,27239,21660,112878,0.00548,254.1,28670.428571428572,30656.366666666665,34310.78888888889
2018-07-24,30476,23773,162322,0.00486,172.7,28782.285714285714,30390.466666666667,34223.41111111111
2018-07-25,34882,25462,165909,0.0047,234.9,29501.0,30164.1,34233.12222222222
2018-07-26,31947,26072,140584,0.00349,182.6,29738.0,30012.566666666666,34160.58888888889
2018-07-27,28280,20923,151389,0.00559,153.0,29961.85714285714,29607.966666666667,34128.41111111111
2018-07-28,25680,18188,124380,0.00562,253.1,29419.571428571428,29299.0,34030.044444444444
2018-07-29,27643,19432,122643,0.0037,288.8,29449.571428571428,28883.333333333332,33931.48888888889
2018-07-30,31131,22315,112726,0.00322,298.1,30005.571428571428,28679.566666666666,33970.63333333333
2018-07-31,27391,20528,142951,0.00466,165.5,29564.85714285714,28678.933333333334,33830.97777777778
